loss,accuracy,val_loss,val_accuracy
1.4586138725280762,0.5368152856826782,1.0395519733428955,0.6794376969337463
0.8530179858207703,0.7350674271583557,0.7628498077392578,0.746692419052124
0.6440398097038269,0.7970685362815857,0.5905246138572693,0.8169790506362915
0.5306312441825867,0.8309248685836792,0.52061927318573,0.8362734317779541
0.4715057909488678,0.8490228652954102,0.4953669011592865,0.8379272222518921
0.4261032044887543,0.8617533445358276,0.4320122301578522,0.8544652462005615
0.3896147608757019,0.8728323578834534,0.39960211515426636,0.8701764345169067
0.3629078269004822,0.8804706931114197,0.37253910303115845,0.8800992369651794
0.338324636220932,0.8879714012145996,0.3559441864490509,0.8836824893951416
0.3205703794956207,0.8938893675804138,0.3611433506011963,0.8812017440795898
0.3064679205417633,0.8978805541992188,0.3464362621307373,0.8812017440795898
0.2881563901901245,0.903798520565033,0.3172513544559479,0.8958103656768799
0.27594810724258423,0.9083402156829834,0.30821919441223145,0.9007717967033386
0.26458191871643066,0.9119185209274292,0.30126044154167175,0.897739827632904
0.25194594264030457,0.9157720804214478,0.30623623728752136,0.8960859775543213
0.24576790630817413,0.9172171950340271,0.28080204129219055,0.9060088396072388
0.2325156033039093,0.9221717715263367,0.2971230149269104,0.8982910513877869
0.22631733119487762,0.9266446232795715,0.2840631902217865,0.9084895253181458
0.22591467201709747,0.9228599071502686,0.2825378477573395,0.9032524824142456
0.21373818814754486,0.9295347929000854,0.26516249775886536,0.9137265682220459
0.20655208826065063,0.9309799075126648,0.2641123831272125,0.9159316420555115
0.2019888311624527,0.9306358098983765,0.2787545621395111,0.9073870182037354
0.19327785074710846,0.9360033273696899,0.27543795108795166,0.9051819443702698
0.18967242538928986,0.9361409544944763,0.25627702474594116,0.9156560301780701
0.1821432262659073,0.9413019418716431,0.25381481647491455,0.9170341491699219
0.17991802096366882,0.9392375349998474,0.2583473026752472,0.9120727777481079
0.17429207265377045,0.9425405859947205,0.2470473051071167,0.9203417897224426
0.1676349639892578,0.9429534673690796,0.2560569643974304,0.9126240611076355
0.16445712745189667,0.9449490904808044,0.25335419178009033,0.9167585372924805
0.15808677673339844,0.9457748532295227,0.266201376914978,0.9128996729850769
0.1550125777721405,0.9480456709861755,0.2437100112438202,0.9244762659072876
0.15088637173175812,0.9494907855987549,0.23964627087116241,0.9203417897224426
0.14522549510002136,0.9524497389793396,0.24283798038959503,0.9233737587928772
0.14283645153045654,0.9518992304801941,0.2306530773639679,0.9275082945823669
0.13663876056671143,0.953894853591919,0.24022790789604187,0.9225468635559082
0.1340777426958084,0.953894853591919,0.2525033950805664,0.919790506362915
0.13117627799510956,0.9569914937019348,0.26898860931396484,0.9137265682220459
0.12731225788593292,0.9570602774620056,0.23740100860595703,0.9264057278633118
0.12343434989452362,0.9578860402107239,0.2276730090379715,0.9316427707672119
0.12138417363166809,0.9611890912055969,0.2273010015487671,0.9253032207489014
0.11628419160842896,0.9627029895782471,0.2388027310371399,0.9272326231002808
0.11504613608121872,0.9621524810791016,0.22800596058368683,0.9277839064598083
0.11313816905021667,0.9622901082038879,0.23294377326965332,0.9291620850563049
0.10735268890857697,0.9651802778244019,0.24136485159397125,0.9242006540298462
0.10444986820220947,0.9651802778244019,0.2258262187242508,0.9275082945823669
0.10639414191246033,0.9645609855651855,0.22150063514709473,0.9313671588897705
0.0986737534403801,0.9686209559440613,0.2174885869026184,0.9343991279602051
0.09320764988660812,0.9696531891822815,0.22224752604961395,0.9288864135742188
0.09475616365671158,0.9688274264335632,0.2340092658996582,0.9277839064598083
0.09554231911897659,0.969997227191925,0.21668167412281036,0.9343991279602051
0.09009117633104324,0.9723368883132935,0.23586684465408325,0.9305402636528015
0.08495664596557617,0.972405731678009,0.25386106967926025,0.918136715888977
0.085357166826725,0.9717175960540771,0.23108989000320435,0.9310914874076843
0.086288221180439,0.9724745154380798,0.2259075939655304,0.9302645921707153
0.07916674762964249,0.9740572571754456,0.24984361231327057,0.9258544445037842
0.07819769531488419,0.9746077656745911,0.22705069184303284,0.9343991279602051
0.07264629006385803,0.9786677956581116,0.24233055114746094,0.9269570112228394
