loss,accuracy,val_loss,val_accuracy
1.4957154989242554,0.522502064704895,1.080596685409546,0.670617401599884
0.8949527740478516,0.7197908163070679,0.7909992337226868,0.7464167475700378
0.6766616702079773,0.7897054553031921,0.6320134401321411,0.7987872362136841
0.5593481659889221,0.8252133131027222,0.5509113073348999,0.8246967792510986
0.48797696828842163,0.8459950685501099,0.4757745862007141,0.8492282032966614
0.4366816282272339,0.8617533445358276,0.4435846209526062,0.8530871272087097
0.39851245284080505,0.8704239130020142,0.43059849739074707,0.8619073629379272
0.3733752369880676,0.8785439133644104,0.3877188265323639,0.8712789416313171
0.3490084111690521,0.8854252696037292,0.3953934609889984,0.869349479675293
0.3290315270423889,0.8919625878334045,0.3527669608592987,0.882304310798645
0.3141050636768341,0.8974676728248596,0.3370911180973053,0.8858875632286072
0.29960083961486816,0.9002202153205872,0.32012760639190674,0.8938809037208557
0.2900765538215637,0.9029727578163147,0.328662633895874,0.887265682220459
0.27686527371406555,0.9081337451934814,0.3147987723350525,0.8960859775543213
0.26598039269447327,0.9101982116699219,0.30503982305526733,0.8991179466247559
0.25490182638168335,0.9141205549240112,0.2918432652950287,0.9032524824142456
0.24861949682235718,0.9161161780357361,0.28495725989341736,0.9024255871772766
0.23933598399162292,0.9197632670402527,0.29031500220298767,0.901874303817749
0.22983232140541077,0.9234104156494141,0.2802502512931824,0.9057331681251526
0.2246968150138855,0.9255436062812805,0.278672993183136,0.9095920324325562
0.2161550521850586,0.9267134666442871,0.2718663215637207,0.9104189872741699
0.20978637039661407,0.9285714030265808,0.2646740972995758,0.9134509563446045
0.2050763964653015,0.9311175346374512,0.25139209628105164,0.919790506362915
0.19869445264339447,0.9314615726470947,0.2608388364315033,0.9115214943885803
0.19254161417484283,0.9342829585075378,0.2558956444263458,0.9151047468185425
0.18833352625370026,0.9356592297554016,0.2791922092437744,0.9090408086776733
0.18232102692127228,0.9395127892494202,0.25750839710235596,0.9159316420555115
0.17866693437099457,0.9386182427406311,0.25135281682014465,0.9159316420555115
0.17129792273044586,0.9435039758682251,0.24960488080978394,0.9137265682220459
0.17045053839683533,0.9427470564842224,0.25841236114501953,0.9173098206520081
0.1679394692182541,0.9435039758682251,0.24821384251117706,0.9200661778450012
0.16063061356544495,0.9450867176055908,0.2514115869998932,0.9200661778450012
0.15521623194217682,0.94749516248703,0.24935027956962585,0.918136715888977
0.1550227850675583,0.9465317726135254,0.2469872236251831,0.9178611040115356
0.14933142066001892,0.9488714337348938,0.23519226908683777,0.9253032207489014
0.1460401564836502,0.9516928195953369,0.24080027639865875,0.9222712516784668
0.14133688807487488,0.9535507559776306,0.23217540979385376,0.9253032207489014
0.1372845321893692,0.9538260102272034,0.23150868713855743,0.9253032207489014
0.1357923001050949,0.9546518325805664,0.22997607290744781,0.9255788326263428
0.13025835156440735,0.9569914937019348,0.2555866241455078,0.9120727777481079
0.1268148124217987,0.9578860402107239,0.23794230818748474,0.918963611125946
0.12366436421871185,0.9594687819480896,0.2348194420337677,0.9277839064598083
0.12228616327047348,0.9591935276985168,0.23661045730113983,0.9242006540298462
0.12063560634851456,0.9605697989463806,0.23549415171146393,0.9228224754333496
0.11668888479471207,0.9612579345703125,0.22664910554885864,0.9244762659072876
0.11256615072488785,0.9634599685668945,0.24202455580234528,0.9203417897224426
0.11033347994089127,0.9642168879508972,0.23457293212413788,0.9283351898193359
0.10852707177400589,0.9657307863235474,0.23328597843647003,0.9288864135742188
0.10670144110918045,0.9653179049491882,0.22914926707744598,0.9269570112228394
0.10010339319705963,0.9684833288192749,0.2324783205986023,0.9250275492668152
0.10375169664621353,0.9664189219474792,0.28244543075561523,0.9095920324325562
0.10036805272102356,0.9658684134483337,0.2263997495174408,0.9280595183372498
0.09737855941057205,0.9693090915679932,0.2552769184112549,0.9225468635559082
0.09251561015844345,0.9700660705566406,0.23985975980758667,0.9275082945823669
0.09267966449260712,0.9706165790557861,0.22957955300807953,0.9313671588897705
0.09505735337734222,0.9686209559440613,0.2343687117099762,0.9266813397407532
0.08420979231595993,0.9735755324363708,0.24056953191757202,0.9264057278633118
0.08511807024478912,0.971786379814148,0.23770782351493835,0.9261301159858704
0.07994508743286133,0.9753646850585938,0.23382598161697388,0.9286108016967773
0.0796642005443573,0.9743325114250183,0.2378629893064499,0.9250275492668152
0.08016906678676605,0.9741260409355164,0.23169468343257904,0.9313671588897705
0.07287242263555527,0.9775667786598206,0.24400363862514496,0.9255788326263428
0.07220137119293213,0.978598952293396,0.2514062523841858,0.9244762659072876
0.07057443261146545,0.9784613251686096,0.24471239745616913,0.9277839064598083
0.06881682574748993,0.9789430499076843,0.23659595847129822,0.9302645921707153
